DaysBeingCustomer,Recency,Age,Income,Education,Marital_Status,Kids,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumStorePurchases,NumCatalogPurchases,NumWebPurchases,NumWebVisitsMonth,TotalProductsL2Y,TotalPurchasesL2Y,AvgProductsPerTrip,SharePurchasesOnDeal
678,79,60,76773.0,Graduate,Divorced,0,516,56,449,86,33,16,1,11,2,2,1,1156,15,77.1,6.7
731,1,31,81698.0,Undergraduate,Single,0,709,45,115,30,160,45,1,5,2,8,5,1104,15,73.6,6.7
124,78,41,54466.0,Postgraduate,Single,2,12,0,4,0,0,0,1,2,0,1,5,16,3,5.3,33.3
321,23,54,98777.0,Postgraduate,Single,0,1000,19,711,125,115,38,0,9,6,4,1,2008,19,105.7,0.0
492,75,30,16269.0,Postgraduate,Single,1,19,3,18,3,1,0,3,3,0,3,8,44,6,7.3,50.0
494,70,43,71819.0,Graduate,Together,1,1224,28,140,0,14,168,3,5,3,3,6,1574,11,143.1,27.3
445,10,31,33569.0,Postgraduate,Married,1,16,2,18,3,0,24,1,2,1,1,8,63,4,15.8,25.0
471,24,31,36262.0,Postgraduate,Married,0,88,39,54,64,28,153,1,3,5,3,6,426,11,38.7,9.1
718,47,48,22634.0,Undergraduate,Together,0,2,23,11,8,6,46,1,2,1,2,8,96,5,19.2,20.0
391,98,36,47025.0,Undergraduate,Married,1,508,11,59,23,5,29,5,6,1,11,9,635,18,35.3,27.8
573,4,46,70566.0,Graduate,Single,1,381,28,215,84,28,21,2,9,5,6,3,757,20,37.8,10.0
773,15,35,31605.0,Postgraduate,Married,1,74,0,42,2,1,6,2,4,1,2,7,125,7,17.9,28.6
597,67,41,52034.0,Postgraduate,Divorced,2,146,0,93,7,13,73,5,5,2,4,7,332,11,30.2,45.5
376,32,35,48526.0,Graduate,Single,1,23,17,23,43,20,9,1,4,1,2,3,135,7,19.3,14.3
777,40,60,46734.0,Graduate,Married,1,110,5,137,26,23,29,2,5,1,6,7,330,12,27.5,16.7
747,54,52,39552.0,Graduate,Divorced,2,165,3,147,4,24,41,7,5,2,6,8,384,13,29.5,53.8
879,78,48,86358.0,Graduate,Single,2,957,47,494,82,47,95,4,6,3,5,8,1722,14,123.0,28.6
255,94,37,46931.0,Graduate,Together,3,41,0,17,3,1,16,2,3,1,1,3,78,5,15.6,40.0
399,51,29,16581.0,Undergraduate,Single,0,1,3,4,2,3,11,1,3,0,0,4,24,3,8.0,33.3
380,42,62,63998.0,Undergraduate,Divorced,0,176,29,818,0,33,112,1,11,6,7,4,1168,24,48.7,4.2
719,67,63,67381.0,Postgraduate,Married,1,815,8,53,11,0,70,4,9,2,2,7,957,13,73.6,30.8
451,87,47,25930.0,Graduate,Single,2,6,1,2,2,0,4,1,2,0,1,7,15,3,5.0,33.3
182,29,36,42693.0,Graduate,Married,1,8,4,20,6,3,16,1,3,0,1,5,57,4,14.2,25.0
754,89,38,85606.0,Graduate,Together,1,717,42,864,219,30,84,2,9,7,6,3,1956,22,88.9,9.1
432,74,29,72903.0,Graduate,Single,0,1067,138,750,0,19,39,1,8,5,7,4,2013,20,100.6,5.0
225,97,40,49669.0,Undergraduate,Together,1,166,5,107,11,8,29,2,6,1,5,6,326,12,27.2,16.7
971,63,46,36778.0,Postgraduate,Married,2,29,4,34,2,4,4,3,3,0,3,9,77,6,12.8,50.0
670,88,52,85696.0,Postgraduate,Divorced,0,714,76,395,116,0,12,1,9,6,4,1,1313,19,69.1,5.3
227,34,25,10979.0,Postgraduate,Divorced,0,8,4,10,2,2,4,2,3,0,3,5,30,6,5.0,33.3
701,81,53,49678.0,Graduate,Married,1,229,5,56,3,2,20,2,4,2,6,7,315,12,26.2,16.7
563,65,61,56129.0,Postgraduate,Together,1,320,48,133,39,72,48,4,10,2,6,4,660,18,36.7,22.2
703,51,25,37155.0,Graduate,Married,1,23,0,26,7,15,3,1,4,0,2,5,74,6,12.3,16.7
60,76,36,21282.0,Undergraduate,Divorced,1,1,5,8,4,8,20,2,2,1,2,6,46,5,9.2,40.0
505,76,52,33419.0,Postgraduate,Single,1,56,0,12,0,0,18,2,4,0,2,7,86,6,14.3,33.3
603,84,69,63285.0,Graduate,Widow,0,508,124,249,50,38,134,1,13,5,6,3,1103,24,46.0,4.2
348,56,40,21255.0,Postgraduate,Together,1,29,0,25,2,2,3,4,4,1,2,4,61,7,8.7,57.1
411,31,33,42162.0,Graduate,Together,1,46,7,59,2,4,27,2,3,1,3,6,145,7,20.7,28.6
842,0,58,54450.0,Graduate,Together,2,454,0,171,8,19,32,12,8,2,9,8,684,19,36.0,63.2
389,91,60,57744.0,Postgraduate,Married,1,350,3,39,0,0,19,2,4,1,9,8,411,14,29.4,14.3
813,40,28,26576.0,Graduate,Single,1,10,0,8,0,0,9,1,2,0,1,9,27,3,9.0,33.3
576,59,71,57513.0,Postgraduate,Widow,0,735,40,183,52,20,30,2,13,3,9,6,1060,25,42.4,8.0
858,96,50,68142.0,Graduate,Together,1,897,126,196,91,112,37,3,7,4,10,6,1459,21,69.5,14.3
858,61,35,7500.0,Graduate,Married,1,5,2,3,3,0,5,1,2,0,1,8,18,3,6.0,33.3
834,14,40,83145.0,Graduate,Together,0,777,35,731,39,137,114,1,11,9,5,2,1833,25,73.3,4.0
306,16,54,54197.0,Postgraduate,Married,1,162,6,37,6,13,13,2,6,3,1,1,237,10,23.7,20.0
221,98,51,23091.0,Postgraduate,Single,2,35,0,11,0,0,2,4,3,1,2,7,48,6,8.0,66.7
532,11,38,46049.0,Graduate,Married,2,342,9,112,19,14,19,10,9,2,5,7,515,16,32.2,62.5
967,52,40,56715.0,Graduate,Together,0,258,105,239,237,172,9,1,4,3,7,4,1020,14,72.9,7.1
220,19,53,79410.0,Graduate,Married,0,658,80,483,123,13,13,1,5,2,3,1,1370,10,137.0,10.0
427,61,63,57304.0,Graduate,Married,1,356,80,329,138,17,106,2,10,6,7,5,1026,23,44.6,8.7
287,73,49,44375.0,Graduate,Married,1,213,5,28,7,7,41,1,6,1,4,5,301,11,27.4,9.1
842,0,58,54450.0,Graduate,Together,2,454,0,171,8,19,32,12,8,2,9,8,684,19,36.0,63.2
806,74,49,59594.0,Graduate,Married,1,457,4,29,0,0,9,1,7,1,8,7,499,16,31.2,6.2
865,55,20,80685.0,Graduate,Together,0,241,45,604,34,26,54,1,10,4,6,2,1004,20,50.2,5.0
448,48,40,40344.0,Postgraduate,Married,1,210,0,6,0,0,2,2,5,1,4,7,218,10,21.8,20.0
591,53,42,62710.0,Graduate,Married,1,441,35,83,7,29,11,4,12,2,4,4,606,18,33.7,22.2
607,13,46,48985.0,Undergraduate,Married,1,19,13,18,10,7,8,1,3,1,1,3,75,5,15.0,20.0
865,34,46,35322.0,Graduate,Together,3,28,9,37,12,7,13,3,4,0,2,8,106,6,17.7,50.0
585,54,66,77142.0,Graduate,Married,0,476,75,162,29,151,97,1,8,4,4,2,990,16,61.9,6.2
347,69,45,81657.0,Graduate,Single,0,364,40,425,158,60,50,1,8,4,3,1,1097,15,73.1,6.7
321,81,18,14421.0,Undergraduate,Married,0,0,0,2,3,3,8,1,2,0,1,5,16,3,5.3,33.3
293,99,40,20130.0,Undergraduate,Married,0,0,6,3,7,6,12,1,3,0,1,8,34,4,8.5,25.0
861,3,24,74214.0,Postgraduate,Married,0,863,83,547,86,99,33,1,5,2,8,5,1711,15,114.1,6.7
34,61,57,66726.0,Postgraduate,Married,2,349,7,35,0,0,47,3,4,2,8,7,438,14,31.3,21.4
521,65,35,23724.0,Undergraduate,Together,1,5,23,15,0,18,14,2,3,0,2,8,75,5,15.0,40.0
417,93,54,47353.0,Postgraduate,Married,1,184,2,19,8,8,4,3,6,2,2,5,225,10,22.5,30.0
1029,24,62,33444.0,Postgraduate,Married,2,8,0,8,0,0,2,1,2,0,1,8,18,3,6.0,33.3
597,8,33,54386.0,Graduate,Married,1,277,21,64,62,21,25,2,10,2,3,3,470,15,31.3,13.3
631,72,33,28510.0,Graduate,Divorced,2,44,5,19,0,4,19,3,4,0,2,5,91,6,15.2,50.0
325,29,23,90638.0,Postgraduate,Single,0,1156,120,915,94,144,96,1,10,4,3,1,2525,17,148.5,5.9
721,33,64,48070.0,Graduate,Together,1,373,14,83,6,9,19,3,6,2,8,7,504,16,31.5,18.8
613,68,57,43140.0,Graduate,Married,1,134,8,76,6,0,11,1,5,1,4,6,235,10,23.5,10.0
715,55,53,54959.0,Postgraduate,Divorced,1,1148,0,60,0,0,24,3,4,5,9,7,1232,18,68.4,16.7
670,76,56,15056.0,Undergraduate,Single,2,6,12,3,21,6,40,5,3,2,2,5,88,7,12.6,71.4
152,17,43,26954.0,Graduate,Single,1,4,1,11,0,0,1,1,2,0,1,7,17,3,5.7,33.3
695,94,29,22327.0,Graduate,Single,1,5,4,8,2,0,5,1,3,0,1,5,24,4,6.0,25.0
500,86,49,44393.0,Graduate,Married,2,24,2,20,2,2,10,2,4,0,1,4,60,5,12.0,40.0
497,25,62,62000.0,Postgraduate,Single,1,899,0,101,0,0,20,1,13,6,6,4,1020,25,40.8,4.0
936,22,52,31497.0,Postgraduate,Together,1,108,1,28,13,1,4,2,4,1,3,8,155,8,19.4,25.0
311,15,40,45894.0,Undergraduate,Married,2,27,2,7,0,2,13,1,3,0,1,5,51,4,12.8,25.0
743,35,44,78579.0,Postgraduate,Divorced,0,816,66,549,216,66,99,1,4,6,5,3,1812,15,120.8,6.7
778,81,45,67369.0,Postgraduate,Widow,1,1298,0,70,37,14,42,4,10,4,7,4,1461,21,69.6,19.0
259,55,54,58401.0,Graduate,Divorced,1,10,0,11,17,29,29,1,2,2,1,4,96,5,19.2,20.0
321,94,62,62307.0,Graduate,Single,1,87,13,34,10,6,10,1,4,0,4,5,160,8,20.0,12.5
622,50,45,43641.0,Postgraduate,Married,2,57,2,51,4,2,23,3,4,1,2,6,139,7,19.9,42.9
623,64,46,63841.0,Postgraduate,Divorced,1,635,15,100,20,7,131,1,9,3,9,6,908,21,43.2,4.8
725,91,49,46891.0,Undergraduate,Married,1,43,12,23,29,15,61,1,4,1,2,4,183,7,26.1,14.3
644,11,45,70091.0,Postgraduate,Married,1,964,34,137,15,0,11,2,10,2,5,8,1161,17,68.3,11.8
245,72,42,78075.0,Postgraduate,Married,0,572,8,259,34,35,80,1,5,5,3,1,988,13,76.0,7.7
847,6,53,59184.0,Undergraduate,Widow,1,341,142,113,259,151,66,3,12,6,6,5,1072,24,44.7,12.5
421,0,37,54809.0,Graduate,Married,2,63,6,57,13,13,22,4,5,1,2,4,174,8,21.8,50.0
709,66,55,58113.0,Graduate,Married,1,221,104,169,102,78,84,3,8,2,9,7,758,19,39.9,15.8
369,42,56,51412.0,Postgraduate,Married,1,140,3,29,4,5,14,2,4,2,3,4,195,9,21.7,22.2
816,60,35,15287.0,Graduate,Divorced,1,1,2,8,4,3,13,2,2,1,1,7,31,4,7.8,50.0
505,64,57,66636.0,Postgraduate,Together,0,291,10,689,84,10,0,1,9,4,3,1,1084,16,67.8,6.2
683,87,58,50965.0,Postgraduate,Married,1,544,13,85,8,6,29,3,5,4,10,8,685,19,36.1,15.8
408,96,49,84618.0,Postgraduate,Married,0,684,100,801,21,66,0,1,10,9,6,2,1672,25,66.9,4.0
432,1,24,18351.0,Graduate,Married,0,1,12,9,0,14,7,1,3,0,2,7,43,5,8.6,20.0
322,54,57,40451.0,Postgraduate,Together,2,35,0,4,0,0,10,1,2,1,1,5,49,4,12.2,25.0
592,53,49,36317.0,Graduate,Together,1,87,3,25,3,2,13,2,4,0,3,7,133,7,19.0,28.6
390,96,57,42213.0,Graduate,Together,1,309,3,24,4,3,20,2,7,1,5,7,363,13,27.9,15.4
629,58,59,65748.0,Graduate,Together,1,172,73,93,95,78,34,2,10,4,2,1,545,16,34.1,12.5
434,12,42,77044.0,Graduate,Together,1,625,38,242,50,34,76,2,11,11,7,4,1065,29,36.7,6.9
397,78,45,74918.0,Graduate,Together,0,972,59,913,25,19,59,1,6,9,5,3,2047,20,102.4,5.0
795,64,42,56721.0,Graduate,Married,2,157,6,39,6,13,75,5,5,1,4,6,296,10,29.6,50.0
555,26,39,42160.0,Graduate,Single,2,48,9,45,3,15,20,4,4,1,2,6,140,7,20.0,57.1
536,8,49,61559.0,Graduate,Single,1,279,83,88,32,14,34,1,10,2,4,3,530,16,33.1,6.2
879,49,51,33629.0,Postgraduate,Together,2,132,0,16,0,0,4,5,4,1,3,9,152,8,19.0,62.5
573,56,23,68682.0,Postgraduate,Together,0,919,0,505,99,30,45,1,10,9,4,2,1598,23,69.5,4.3
715,55,51,34377.0,Graduate,Single,1,62,0,22,3,1,26,2,2,2,2,7,114,6,19.0,33.3
865,25,28,8940.0,Undergraduate,Single,1,1,45,3,4,6,42,3,3,1,3,8,101,7,14.4,42.9
469,50,41,26228.0,Graduate,Married,1,2,6,4,3,1,9,1,2,0,1,8,25,3,8.3,33.3
708,84,57,77297.0,Undergraduate,Divorced,0,408,61,109,48,122,41,1,9,7,5,4,789,21,37.6,4.8
523,30,33,40211.0,Graduate,Married,2,51,1,7,2,1,25,2,2,1,2,8,87,5,17.4,40.0
469,81,56,33438.0,Postgraduate,Widow,2,62,1,16,3,2,6,4,4,1,2,5,90,7,12.9,57.1
616,74,55,75032.0,Postgraduate,Married,1,952,12,180,47,12,12,2,9,4,5,3,1215,18,67.5,11.1
390,76,59,61284.0,Postgraduate,Single,0,618,15,106,20,7,45,1,8,2,11,6,811,21,38.6,4.8
804,36,28,22518.0,Graduate,Married,1,11,7,12,2,2,27,2,2,1,2,5,61,5,12.2,40.0
507,64,39,54730.0,Postgraduate,Married,1,318,3,17,4,7,56,5,8,1,4,4,405,13,31.2,38.5
280,62,59,38452.0,Postgraduate,Married,2,56,0,14,0,0,2,3,3,0,3,7,72,6,12.0,50.0
688,53,43,44421.0,Graduate,Divorced,2,110,5,59,7,1,7,5,4,0,5,8,189,9,21.0,55.6
554,86,28,38197.0,Postgraduate,Together,1,23,0,11,2,1,3,1,3,0,1,5,40,4,10.0,25.0
124,15,36,41986.0,Graduate,Divorced,1,27,5,8,8,3,12,3,4,0,3,4,63,7,9.0,42.9
654,67,31,28427.0,Graduate,Together,1,18,3,19,3,3,6,2,3,0,2,8,52,5,10.4,40.0
333,47,38,37395.0,Postgraduate,Together,1,18,0,9,0,1,11,1,3,0,1,6,39,4,9.8,25.0
223,47,43,64722.0,Graduate,Married,1,303,0,280,60,147,15,4,11,2,8,6,805,21,38.3,19.0
262,81,58,55249.0,Postgraduate,Together,1,97,1,19,2,0,11,1,4,1,2,3,130,7,18.6,14.3
634,98,42,84906.0,Graduate,Together,0,997,15,414,99,30,76,1,12,6,5,2,1631,23,70.9,4.3
637,56,25,28691.0,Graduate,Married,1,5,4,13,8,0,4,1,3,0,1,8,34,4,8.5,25.0
401,48,62,44213.0,Graduate,Single,2,95,11,35,0,4,7,4,5,1,2,6,152,8,19.0,50.0
351,18,30,25707.0,Undergraduate,Single,1,1,6,2,3,6,3,1,3,0,1,7,21,4,5.2,25.0
665,74,47,59062.0,Postgraduate,Married,3,46,1,12,3,0,9,2,3,0,2,4,71,5,14.2,40.0
225,68,52,76624.0,Graduate,Single,1,411,106,147,54,115,66,1,7,10,5,1,899,22,40.9,4.5
259,36,67,66000.0,Postgraduate,Together,0,244,51,270,101,0,45,1,5,3,1,1,711,9,79.0,11.1
1001,90,36,27683.0,Postgraduate,Together,1,152,9,121,12,12,45,4,4,2,6,8,351,12,29.2,33.3
231,65,43,1730.0,Graduate,Divorced,0,1,1,3,1,1,1,15,0,0,0,20,8,0,0.0,0.0
1028,63,22,7500.0,Undergraduate,Single,1,10,17,18,8,26,40,4,2,2,3,9,119,7,17.0,57.1
610,82,46,40521.0,Graduate,Together,2,12,0,5,0,0,4,1,2,1,0,5,21,3,7.0,33.3
286,63,41,20427.0,Postgraduate,Together,1,5,0,4,0,0,1,1,2,0,1,8,10,3,3.3,33.3
225,55,39,65106.0,Graduate,Married,1,790,19,133,12,0,19,3,13,3,8,6,973,24,40.5,12.5
495,64,49,69969.0,Postgraduate,Married,0,882,29,514,38,29,44,1,6,2,4,3,1536,12,128.0,8.3
537,51,62,67433.0,Graduate,Married,2,615,28,259,12,48,30,4,13,5,6,4,992,24,41.3,16.7
681,97,47,77766.0,Postgraduate,Married,1,1004,59,265,115,59,27,2,11,10,11,6,1529,32,47.8,6.2
391,92,42,74716.0,Graduate,Married,1,133,27,421,13,195,71,2,5,3,7,4,860,15,57.3,13.3
443,51,51,68118.0,Graduate,Divorced,1,595,23,123,10,23,154,2,4,9,8,6,928,21,44.2,9.5
888,72,44,55158.0,Postgraduate,Married,2,293,0,87,4,11,23,4,5,2,7,7,418,14,29.9,28.6
1032,39,59,62972.0,Undergraduate,Married,1,313,15,47,20,0,192,2,3,4,7,6,587,14,41.9,14.3
30,49,39,74190.0,Graduate,Married,1,151,81,86,168,91,64,2,11,2,4,2,641,17,37.7,11.8
291,21,38,39356.0,Graduate,Married,2,15,0,2,0,0,6,1,2,0,1,6,23,3,7.7,33.3
506,91,45,76653.0,Graduate,Together,0,736,63,946,219,189,126,1,11,7,4,2,2279,22,103.6,4.5
230,37,41,35860.0,Postgraduate,Divorced,2,15,0,8,4,2,20,2,2,1,1,5,49,4,12.2,50.0
592,98,31,90687.0,Postgraduate,Divorced,0,982,17,672,23,34,51,1,8,2,6,2,1779,16,111.2,6.2
602,85,32,73450.0,Postgraduate,Together,0,1142,51,415,90,69,37,1,11,8,7,3,1804,26,69.4,3.8
576,40,54,31454.0,Graduate,Married,2,28,0,11,0,0,9,3,3,0,2,8,48,5,9.6,60.0
215,2,62,47139.0,Graduate,Single,2,46,0,12,0,2,23,2,2,1,2,7,83,5,16.6,40.0
512,78,39,83829.0,Graduate,Divorced,0,897,161,430,186,161,27,0,6,7,4,1,1862,17,109.5,0.0
832,41,51,53378.0,Postgraduate,Married,2,489,6,152,8,6,132,10,6,4,9,8,793,19,41.7,52.6
520,94,44,19656.0,Graduate,Together,1,25,4,9,6,8,32,3,3,1,2,7,84,6,14.0,50.0
502,10,66,45579.0,Postgraduate,Married,1,145,1,33,2,1,1,1,4,1,4,6,183,9,20.3,11.1
197,73,56,85485.0,Undergraduate,Single,0,630,26,611,44,18,54,1,6,6,6,2,1383,18,76.8,5.6
184,22,70,55956.0,Graduate,Married,0,760,38,104,50,9,38,2,4,3,7,4,999,14,71.4,14.3
712,30,51,64191.0,Postgraduate,Single,1,420,15,186,151,38,15,3,13,3,5,3,825,21,39.3,14.3
861,21,42,38808.0,Graduate,Single,1,125,17,52,3,19,30,4,4,1,5,8,246,10,24.6,40.0
656,51,48,57183.0,Postgraduate,Married,2,464,5,64,7,0,70,8,7,1,9,8,610,17,35.9,47.1
774,97,46,23748.0,Postgraduate,Divorced,1,6,6,29,12,15,8,3,3,1,2,8,76,6,12.7,50.0
677,56,43,66303.0,Graduate,Married,1,1090,12,96,16,12,60,4,11,4,3,8,1286,18,71.4,22.2
384,4,39,37368.0,Postgraduate,Married,1,3,2,11,2,2,10,1,2,0,1,6,30,3,10.0,33.3
733,77,50,40800.0,Graduate,Married,3,24,0,27,8,30,10,2,3,0,3,7,99,6,16.5,33.3
835,95,36,71847.0,Graduate,Divorced,0,737,21,106,55,63,210,0,9,7,6,3,1192,22,54.2,0.0
401,36,39,46149.0,Graduate,Married,1,254,6,71,4,0,27,5,7,1,5,5,362,13,27.8,38.5
848,13,31,78687.0,Graduate,Together,0,817,185,687,145,55,241,1,8,6,4,2,2130,18,118.3,5.6
869,90,43,49118.0,Undergraduate,Divorced,0,620,54,239,99,98,119,2,10,7,9,7,1229,26,47.3,7.7
836,49,57,37633.0,Postgraduate,Married,2,13,4,20,0,0,1,2,3,0,1,9,38,4,9.5,50.0
532,18,63,39767.0,Postgraduate,Together,0,113,61,204,34,26,47,2,7,1,7,8,485,15,32.3,13.3
968,89,63,26997.0,Undergraduate,Married,0,7,23,78,133,49,144,2,5,2,4,7,434,11,39.5,18.2
661,43,44,33986.0,Graduate,Divorced,1,16,2,18,2,1,5,1,3,0,1,7,44,4,11.0,25.0
772,82,42,57091.0,Postgraduate,Married,1,462,0,24,6,0,4,2,5,2,9,7,496,16,31.0,12.5
516,84,45,46831.0,Undergraduate,Married,2,22,2,10,6,4,34,2,2,2,1,4,78,5,15.6,40.0
459,80,42,83151.0,Postgraduate,Married,0,968,147,842,137,42,210,1,10,7,5,2,2346,22,106.6,4.5
735,68,43,52531.0,Graduate,Married,0,283,112,151,51,72,125,2,10,2,7,6,794,19,41.8,10.5
605,12,58,15759.0,Graduate,Married,0,1,2,5,6,0,3,1,2,0,1,7,17,3,5.7,33.3
522,75,43,22804.0,Graduate,Single,1,14,1,7,2,1,1,1,2,0,2,9,26,4,6.5,25.0
292,10,41,43050.0,Undergraduate,Married,1,30,5,24,6,3,8,2,4,0,2,5,76,6,12.7,33.3
541,91,37,42997.0,Postgraduate,Single,2,4,0,5,0,1,5,1,2,0,1,7,15,3,5.0,33.3
31,21,51,48918.0,Postgraduate,Single,2,52,0,9,0,0,1,2,4,0,1,4,62,5,12.4,40.0
281,28,60,60033.0,Postgraduate,Together,1,62,1,57,19,11,48,2,5,1,2,2,198,8,24.8,25.0
436,97,36,34043.0,Postgraduate,Together,1,20,2,14,3,0,10,1,2,0,2,9,49,4,12.2,25.0
559,49,48,57811.0,Graduate,Together,1,545,7,114,37,21,78,5,11,2,7,5,802,20,40.1,25.0
319,14,68,78569.0,Graduate,Married,0,558,79,622,207,175,95,1,4,6,4,1,1736,14,124.0,7.1
738,5,36,7500.0,Graduate,Single,2,6,5,4,13,4,25,4,3,1,2,6,57,6,9.5,66.7
638,37,43,157733.0,Postgraduate,Together,1,39,1,9,2,0,8,0,1,0,1,1,59,2,29.5,0.0
641,62,61,94384.0,Graduate,Together,0,1111,24,790,160,45,172,0,5,8,5,2,2302,18,127.9,0.0
320,83,29,23148.0,Undergraduate,Married,0,4,6,8,6,3,10,1,3,0,2,7,37,5,7.4,20.0
678,48,44,44267.0,Graduate,Divorced,2,183,5,65,3,5,49,5,4,2,5,9,310,11,28.2,45.5
1089,94,35,71626.0,Graduate,Married,0,546,72,376,94,145,72,1,8,5,5,3,1305,18,72.5,5.6
555,61,48,60894.0,Graduate,Together,1,606,7,155,10,0,54,5,8,3,10,7,832,21,39.6,23.8
671,70,38,50200.0,Graduate,Together,2,266,6,51,8,6,64,6,5,1,7,8,401,13,30.8,46.2
226,43,49,81051.0,Postgraduate,Married,0,1142,29,249,38,29,14,1,12,5,5,2,1501,22,68.2,4.5
355,23,32,65169.0,Graduate,Married,0,1074,0,69,0,0,46,1,13,4,10,6,1189,27,44.0,3.7
531,37,42,59868.0,Graduate,Together,1,771,51,154,54,10,154,7,12,2,11,6,1194,25,47.8,28.0
338,50,54,65695.0,Postgraduate,Married,1,371,32,189,0,58,6,2,10,4,5,4,656,19,34.5,10.5
772,78,58,64857.0,Postgraduate,Single,0,556,14,717,210,0,43,1,10,5,7,4,1540,22,70.0,4.5
496,74,49,45143.0,Postgraduate,Together,1,202,5,74,11,5,14,3,5,1,6,7,311,12,25.9,25.0
572,14,59,74805.0,Undergraduate,Together,1,209,162,209,41,162,37,5,10,7,4,2,820,21,39.0,23.8
64,77,25,59060.0,Undergraduate,Married,1,35,40,111,36,40,12,3,7,1,3,4,274,11,24.9,27.3
624,39,52,27238.0,Postgraduate,Single,2,37,0,17,0,0,3,3,3,0,3,9,57,6,9.5,50.0
724,89,49,47009.0,Graduate,Together,1,171,45,73,59,10,90,4,8,2,3,4,448,13,34.5,30.8
90,62,41,46094.0,Undergraduate,Married,2,12,2,20,3,2,5,1,3,0,1,7,44,4,11.0,25.0
524,59,42,40321.0,Graduate,Married,2,44,4,21,6,0,27,2,3,0,3,7,102,6,17.0,33.3
367,68,30,37235.0,Graduate,Together,1,20,2,9,4,6,20,1,2,1,1,4,61,4,15.2,25.0
622,13,54,81843.0,Postgraduate,Married,0,779,86,537,34,69,138,1,12,9,5,3,1643,26,63.2,3.8
577,37,56,46692.0,Postgraduate,Together,1,170,6,97,24,12,88,3,5,1,6,6,397,12,33.1,25.0
187,36,46,77382.0,Graduate,Together,1,491,48,231,112,105,134,2,12,7,5,1,1121,24,46.7,8.3
1031,28,37,37774.0,Graduate,Single,2,173,8,107,7,2,176,4,3,2,7,9,473,12,39.4,33.3
281,2,40,18393.0,Undergraduate,Married,1,7,10,13,16,0,4,2,3,0,3,8,50,6,8.3,33.3
689,17,52,72828.0,Postgraduate,Married,1,1205,0,235,19,14,205,6,13,3,6,7,1678,22,76.3,27.3
261,86,32,24711.0,Graduate,Married,0,10,7,25,6,3,7,1,3,0,3,7,58,6,9.7,16.7
466,54,39,45503.0,Postgraduate,Married,1,97,4,44,6,1,18,1,4,1,3,5,170,8,21.2,12.5
388,2,32,6560.0,Postgraduate,Single,0,67,11,26,4,3,262,0,1,0,1,17,373,2,186.5,0.0
413,3,69,71604.0,Postgraduate,Together,0,345,53,528,98,75,97,1,5,3,8,4,1196,16,74.8,6.2
185,84,35,27244.0,Graduate,Married,1,6,5,17,3,24,46,2,2,2,2,7,101,6,16.8,33.3
753,8,45,48752.0,Graduate,Married,2,73,57,100,71,15,0,5,5,1,6,9,316,12,26.3,41.7
473,4,52,71434.0,Graduate,Married,1,711,36,217,172,96,168,3,7,4,7,4,1400,18,77.8,16.7
524,57,66,90842.0,Graduate,Single,0,774,70,118,182,187,93,1,13,9,4,1,1424,26,54.8,3.8
869,24,36,88097.0,Postgraduate,Married,1,163,0,480,0,126,75,1,8,5,6,9,844,19,44.4,5.3
474,51,39,51948.0,Graduate,Married,1,82,33,54,71,30,41,2,4,2,5,5,311,11,28.3,18.2
517,29,32,71853.0,Graduate,Together,0,358,108,413,141,97,32,1,6,8,2,1,1149,16,71.8,6.2
259,13,31,35876.0,Postgraduate,Married,0,66,2,40,4,3,14,1,3,1,3,6,129,7,18.4,14.3
445,23,62,40049.0,Graduate,Widow,1,13,6,7,0,3,3,1,3,0,1,6,32,4,8.0,25.0
879,36,32,39660.0,Graduate,Single,1,139,13,78,20,13,36,3,3,1,7,9,299,11,27.2,27.3
220,88,52,50127.0,Graduate,Together,1,274,0,21,4,6,15,1,6,1,5,6,320,12,26.7,8.3
774,2,37,43263.0,Postgraduate,Married,1,262,6,61,0,10,102,3,6,2,5,5,441,13,33.9,23.1
1090,3,65,62845.0,Postgraduate,Married,2,1099,0,45,0,0,34,11,10,4,3,8,1178,17,69.3,64.7
687,15,24,18929.0,Graduate,Married,0,32,0,8,23,4,18,1,4,0,1,6,85,5,17.0,20.0
655,58,32,24367.0,Undergraduate,Single,1,2,4,2,0,11,5,1,2,0,1,9,24,3,8.0,33.3
683,11,39,33249.0,Graduate,Single,1,6,10,21,19,14,42,2,3,1,2,6,112,6,18.7,33.3
459,27,55,26887.0,Undergraduate,Married,1,6,7,4,3,4,6,1,3,0,1,6,30,4,7.5,25.0
563,32,31,50150.0,Postgraduate,Married,0,135,46,92,65,61,11,2,7,2,5,5,410,14,29.3,14.3
491,12,38,62061.0,Graduate,Together,1,641,7,84,0,30,38,3,7,4,10,6,800,21,38.1,14.3
670,88,52,85696.0,Postgraduate,Divorced,0,714,76,395,116,0,12,1,9,6,4,1,1313,19,69.1,5.3
645,91,58,76542.0,Postgraduate,Together,0,794,73,573,0,29,14,1,10,8,4,2,1483,22,67.4,4.5
440,12,21,70515.0,Graduate,Single,0,420,0,452,182,64,140,1,4,6,6,2,1258,16,78.6,6.2
876,21,27,18227.0,Graduate,Together,1,1,2,7,4,3,11,1,2,1,0,8,28,3,9.3,33.3
342,23,49,69139.0,Graduate,Married,1,86,12,75,33,15,6,1,5,1,4,4,227,10,22.7,10.0
