,Campaign #1,Campaign #2,Campaign #3,Campaign #4,Campaign #5,Campaign #6,Cluster
1382,0,0,0,0,0,0,Casual Client
1383,0,0,0,0,0,0,Casual Client
1384,0,0,0,0,0,0,Casual Client
1385,0,0,0,0,0,0,Super Client
1386,0,0,0,0,0,0,Potential Good Client
1387,0,0,0,0,0,0,Casual Client
1388,0,0,0,0,0,0,Casual Client
1389,0,0,0,0,0,0,Casual Client
1390,0,0,0,0,0,0,Casual Client
1391,0,0,0,0,0,0,Good Client
1392,0,0,0,0,0,0,Casual Client
1393,0,0,0,0,0,0,Casual Client
1394,0,0,0,0,0,0,Good Client
1395,0,0,0,0,0,0,Potential Good Client
1396,0,0,0,0,0,0,Potential Good Client
1397,0,0,0,0,0,0,Good Client
1398,0,0,0,0,0,0,Casual Client
1399,0,0,0,0,0,1,Potential Good Client
1400,0,0,0,0,0,0,Potential Good Client
1401,0,0,0,0,0,0,Potential Good Client
1402,0,0,0,0,0,0,Potential Good Client
1403,0,0,0,0,0,0,Good Client
1404,0,0,0,0,0,0,Good Client
1405,0,0,0,0,0,1,Potential Good Client
1406,0,0,0,0,0,0,Good Client
1407,1,0,0,1,1,1,Good Client
1408,0,0,0,0,0,0,Casual Client
1409,1,0,0,0,0,1,Super Client
1410,0,0,0,0,0,0,Casual Client
1411,0,0,0,0,0,0,Good Client
1412,0,0,0,0,0,0,Casual Client
1413,0,0,0,0,0,0,Casual Client
1414,0,0,0,0,0,0,Casual Client
1415,0,0,0,0,0,0,Casual Client
1416,0,0,0,0,0,0,Casual Client
1417,0,0,0,0,0,0,Super Client
1418,0,0,0,1,0,0,Good Client
1419,0,0,0,0,0,0,Casual Client
1420,0,0,0,0,0,0,Casual Client
1421,0,0,0,0,0,0,Casual Client
1422,0,0,0,0,0,0,Casual Client
1423,0,0,0,0,0,0,Casual Client
1424,0,0,0,0,0,0,Casual Client
1425,0,0,0,0,0,0,Good Client
1426,0,0,0,0,0,0,Casual Client
1427,0,0,0,0,0,0,Casual Client
1428,1,0,0,0,1,0,Super Client
1429,0,0,0,0,0,0,Casual Client
1430,0,0,0,0,0,0,Potential Good Client
1431,0,0,1,0,0,0,Casual Client
1432,0,0,0,0,0,0,Potential Good Client
1433,0,0,0,0,0,0,Casual Client
1434,0,0,0,0,0,0,Casual Client
1435,0,0,0,0,0,0,Casual Client
1436,0,0,0,0,0,0,Casual Client
1437,0,0,0,0,0,0,Casual Client
1438,0,0,0,0,0,1,Casual Client
1439,1,0,0,0,0,1,Super Client
1440,1,0,0,1,0,0,Super Client
1441,0,0,0,0,0,0,Casual Client
1442,0,0,0,0,0,0,Super Client
1443,0,0,1,0,0,0,Good Client
1444,0,0,0,0,0,0,Super Client
1445,0,0,0,0,0,0,Good Client
1446,0,0,0,0,0,0,Casual Client
1447,0,0,0,0,0,0,Super Client
1448,0,0,0,0,0,1,Super Client
1449,0,0,0,0,0,0,Casual Client
1450,0,0,0,0,0,0,Good Client
1451,0,0,0,0,0,0,Super Client
1452,0,0,0,0,0,1,Casual Client
1453,0,0,0,0,0,0,Casual Client
1454,1,0,0,1,1,1,Super Client
1455,0,0,0,0,0,1,Good Client
1456,0,0,0,1,0,0,Potential Good Client
1457,0,0,0,0,0,0,Good Client
1458,0,1,1,0,0,0,Casual Client
1459,0,0,0,0,0,0,Casual Client
1460,0,0,0,0,0,0,Casual Client
1461,0,0,0,0,0,0,Good Client
1462,0,0,0,0,0,0,Potential Good Client
1463,0,0,0,0,1,0,Super Client
1464,0,0,0,0,0,0,Casual Client
1465,0,0,0,0,0,0,Good Client
1466,0,0,0,0,0,0,Casual Client
1467,0,0,0,0,0,0,Casual Client
1468,0,0,0,0,0,0,Casual Client
1469,0,0,0,1,1,1,Good Client
1470,0,0,0,0,0,0,Good Client
1471,0,0,0,0,0,0,Casual Client
1472,0,0,0,0,0,0,Super Client
1473,0,0,0,0,0,0,Casual Client
1474,0,0,0,0,0,0,Casual Client
1475,0,0,1,0,0,0,Good Client
1476,0,0,0,0,0,0,Good Client
1477,0,0,0,0,0,0,Good Client
1478,0,0,0,0,0,0,Casual Client
1479,0,0,0,0,0,0,Casual Client
1480,0,0,0,0,0,0,Super Client
1481,0,0,0,0,0,0,Good Client
1482,0,0,0,0,0,0,Super Client
1483,1,0,0,0,0,0,Potential Good Client
1484,0,0,0,0,1,0,Super Client
1485,0,0,0,0,0,0,Potential Good Client
1486,0,0,0,0,0,1,Potential Good Client
1487,0,0,0,0,0,0,Potential Good Client
1488,1,0,1,0,1,1,Super Client
1489,0,0,0,0,0,0,Potential Good Client
1490,0,0,0,0,0,0,Casual Client
1491,0,0,0,0,0,0,Super Client
1492,0,0,0,0,0,0,Casual Client
1493,0,0,1,0,0,1,Potential Good Client
1494,0,0,0,0,0,0,Good Client
1495,0,0,0,0,0,0,Super Client
1496,0,0,0,0,0,0,Potential Good Client
1497,0,0,0,0,0,0,Casual Client
1498,0,0,0,0,0,1,Potential Good Client
1499,0,0,0,0,0,0,Potential Good Client
1500,0,0,1,0,0,1,Good Client
1501,0,0,0,0,1,0,Good Client
1502,0,0,0,0,0,0,Potential Good Client
1503,0,0,1,0,0,0,Good Client
1504,0,0,0,0,0,0,Super Client
1505,0,0,0,0,0,0,Good Client
1506,0,0,0,0,0,0,Super Client
1507,0,0,0,0,0,0,Potential Good Client
1508,0,0,0,0,0,0,Super Client
1509,0,0,0,0,0,0,Super Client
1510,0,0,0,0,0,1,Casual Client
1511,0,0,0,0,0,0,Casual Client
1512,0,0,0,0,0,0,Good Client
1513,0,0,0,0,0,0,Casual Client
1514,0,0,0,0,0,0,Casual Client
1515,0,0,0,0,0,1,Casual Client
1516,0,0,0,0,0,1,Super Client
1517,0,0,0,0,0,0,Super Client
1518,0,0,0,0,0,0,Casual Client
1519,0,0,0,0,0,0,Casual Client
1520,0,0,0,0,0,0,Casual Client
1521,0,0,0,0,0,0,Potential Good Client
1522,0,0,0,0,0,0,Super Client
1523,0,0,0,0,0,0,Casual Client
1524,1,0,0,0,1,1,Super Client
1525,0,0,0,0,0,0,Casual Client
1526,0,0,1,0,0,0,Good Client
1527,0,0,0,1,0,0,Potential Good Client
1528,0,0,0,0,0,0,Good Client
1529,0,0,0,0,0,1,Potential Good Client
1530,0,0,0,0,0,0,Casual Client
1531,0,0,0,0,0,0,Potential Good Client
1532,0,0,0,0,0,0,Casual Client
1533,0,0,0,0,0,1,Super Client
1534,0,0,0,1,0,0,Good Client
1535,0,0,0,0,0,0,Good Client
1536,0,0,0,0,0,0,Casual Client
1537,0,0,0,0,0,0,Good Client
1538,0,0,0,0,0,0,Super Client
1539,0,0,0,0,0,0,Casual Client
1540,0,0,0,0,0,0,Good Client
1541,0,0,0,0,0,0,Casual Client
1542,0,0,0,0,0,0,Casual Client
1543,0,0,0,0,0,1,Casual Client
1544,0,0,0,0,0,0,Good Client
1545,0,0,0,0,0,0,Casual Client
1546,0,0,0,0,0,0,Casual Client
1547,0,0,0,0,0,0,Super Client
1548,0,0,0,0,0,0,Super Client
1549,1,0,0,0,0,0,Super Client
1550,0,0,0,0,0,0,Good Client
1551,0,0,0,0,0,0,Casual Client
1552,0,0,1,0,0,1,Potential Good Client
1553,0,0,0,0,0,0,Casual Client
1554,0,0,0,0,0,0,Potential Good Client
1555,0,0,0,0,0,0,Good Client
1556,0,0,0,0,0,0,Casual Client
1557,0,0,0,0,0,0,Potential Good Client
1558,0,0,0,0,0,0,Casual Client
1559,0,0,0,0,0,0,Super Client
1560,0,0,0,0,0,0,Casual Client
1561,0,0,0,0,0,0,Potential Good Client
1562,0,0,0,1,0,0,Good Client
1563,0,0,0,0,0,0,Good Client
1564,0,0,0,0,0,1,Potential Good Client
1565,0,0,0,0,0,0,Potential Good Client
1566,1,0,0,0,1,1,Super Client
1567,0,0,0,0,0,0,Casual Client
1568,0,0,0,0,1,1,Super Client
1569,0,0,0,0,0,0,Casual Client
1570,0,0,0,0,0,1,Potential Good Client
1571,0,0,0,0,0,0,Potential Good Client
1572,0,0,0,0,0,1,Casual Client
1573,0,0,0,1,1,0,Super Client
1574,0,0,0,0,0,0,Casual Client
1575,0,0,0,0,0,0,Good Client
1576,0,0,0,0,0,0,Casual Client
1577,0,0,0,0,0,0,Super Client
1578,0,0,0,0,0,0,Super Client
1579,0,0,0,0,0,0,Casual Client
1580,0,0,0,0,0,1,Super Client
1581,0,0,1,0,0,1,Casual Client
1582,0,0,0,0,0,1,Potential Good Client
1583,0,0,0,0,0,0,Casual Client
1584,0,0,0,0,0,0,Potential Good Client
1585,1,0,0,0,0,0,Super Client
1586,0,0,0,0,0,0,Potential Good Client
1587,0,0,0,0,0,0,Super Client
1588,0,0,1,0,0,0,Casual Client
1589,0,0,0,0,0,0,Potential Good Client
1590,0,0,0,0,0,0,Casual Client
1591,0,0,0,0,0,1,Potential Good Client
1592,0,0,0,0,0,0,Potential Good Client
1593,0,0,1,0,0,0,Casual Client
1594,0,0,0,0,0,0,Super Client
1595,0,0,0,0,0,0,Casual Client
1596,0,0,0,0,0,0,Potential Good Client
1597,1,0,0,0,0,0,Super Client
1598,0,0,0,1,0,0,Good Client
1599,0,0,0,0,0,0,Casual Client
1600,0,0,0,0,0,0,Casual Client
1601,0,0,0,0,0,0,Casual Client
1602,0,0,0,0,0,0,Good Client
1603,0,0,1,0,0,0,Good Client
1604,0,0,0,0,0,0,Potential Good Client
1605,0,0,0,0,0,0,Good Client
1606,0,0,0,0,0,0,Super Client
1607,0,0,0,0,0,0,Casual Client
1608,0,0,1,0,0,1,Super Client
1609,0,0,0,0,0,0,Casual Client
1610,0,0,0,0,0,1,Casual Client
1611,0,0,0,0,0,0,Super Client
1612,0,0,0,0,0,0,Casual Client
1613,0,0,0,0,0,0,Casual Client
1614,0,0,0,0,0,0,Casual Client
1615,0,0,0,0,0,0,Good Client
1616,0,0,0,1,0,0,Casual Client
1617,0,0,0,0,0,0,Casual Client
1618,0,0,0,0,0,0,Super Client
1619,0,0,0,0,0,0,Potential Good Client
1620,0,0,0,0,0,0,Potential Good Client
1621,0,0,0,0,0,0,Potential Good Client
1622,0,0,0,0,0,0,Good Client
1623,0,0,0,0,0,0,Good Client
1624,0,0,0,0,0,1,Casual Client
1625,0,0,0,0,0,0,Casual Client
1626,0,0,0,0,0,0,Good Client
1627,0,0,0,0,0,0,Potential Good Client
1628,0,0,0,0,0,0,Casual Client
1629,0,0,0,0,0,0,Casual Client
1630,0,0,0,0,0,0,Potential Good Client
1631,0,0,0,0,0,0,Potential Good Client
1632,0,0,0,0,0,0,Good Client
1633,0,0,0,0,0,0,Super Client
1634,0,0,0,0,0,0,Casual Client
1635,0,0,0,0,0,0,Casual Client
1636,0,0,0,0,0,0,Casual Client
1637,0,1,1,0,1,1,Good Client
1638,0,0,0,0,0,0,Potential Good Client
1639,0,0,0,0,0,0,Casual Client
1640,0,0,0,0,0,0,Super Client
1641,0,0,0,0,0,0,Casual Client
1642,0,0,0,0,0,0,Potential Good Client
1643,0,0,0,1,0,0,Super Client
1644,0,0,0,0,0,1,Super Client
1645,0,0,0,0,0,0,Potential Good Client
1646,0,0,0,0,0,0,Casual Client
1647,0,0,0,0,0,1,Super Client
1648,0,0,0,0,0,1,Potential Good Client
1649,0,0,0,0,0,0,Super Client
1650,0,0,0,0,0,0,Casual Client
1651,0,0,0,0,0,0,Casual Client
1652,0,0,0,0,0,0,Potential Good Client
1653,0,0,0,0,0,0,Good Client
1654,0,0,0,0,0,0,Good Client
1655,1,0,0,0,1,1,Super Client
1656,0,0,0,0,0,0,Potential Good Client
1657,0,0,0,0,0,0,Potential Good Client
1658,0,0,0,0,0,0,Good Client
1659,0,0,0,0,0,0,Casual Client
1660,0,0,0,0,0,0,Casual Client
1661,0,0,0,0,0,0,Casual Client
1662,0,0,0,0,0,0,Good Client
1663,0,0,0,0,0,0,Casual Client
1664,0,0,0,0,0,0,Good Client
1665,0,0,1,0,0,1,Good Client
1666,1,0,0,1,0,1,Casual Client
1667,0,0,0,0,0,0,Super Client
1668,0,0,0,0,1,1,Super Client
1669,1,0,0,0,0,0,Super Client
1670,0,0,0,0,0,0,Super Client
1671,0,0,0,0,0,0,Casual Client
1672,0,0,0,0,0,0,Casual Client
1673,0,0,0,0,0,0,Casual Client
1674,0,0,0,0,0,0,Potential Good Client
1675,0,0,0,0,0,0,Casual Client
1676,1,0,0,0,0,0,Super Client
1677,0,0,0,0,0,0,Casual Client
1678,0,0,0,0,0,0,Potential Good Client
1679,0,0,0,0,0,0,Casual Client
1680,0,0,0,0,0,0,Casual Client
1681,0,0,0,0,0,0,Casual Client
1682,0,0,0,0,0,1,Super Client
1683,0,1,0,1,0,1,Good Client
1684,0,0,0,0,0,0,Good Client
1685,0,0,0,0,0,0,Super Client
1686,0,0,0,0,0,0,Good Client
1687,0,0,0,0,0,0,Super Client
1688,0,0,0,0,0,0,Casual Client
1689,0,0,0,0,0,0,Casual Client
1690,0,0,0,0,0,0,Casual Client
1691,0,0,0,0,0,0,Good Client
1692,0,0,0,0,0,0,Casual Client
1693,0,0,0,0,1,0,Good Client
1694,0,0,0,0,0,0,Casual Client
1695,0,0,0,0,0,0,Super Client
1696,0,0,0,0,0,0,Good Client
1697,0,0,0,0,0,0,Potential Good Client
1698,0,0,0,0,0,0,Casual Client
1699,0,0,0,0,0,0,Potential Good Client
1700,0,0,0,0,0,1,Casual Client
1701,0,0,0,0,0,0,Casual Client
1702,0,0,0,0,1,0,Good Client
1703,0,0,0,0,0,0,Casual Client
1704,0,0,0,0,0,0,Good Client
1705,0,0,0,0,0,0,Casual Client
1706,1,1,1,0,1,1,Super Client
1707,1,0,1,0,1,1,Good Client
1708,0,0,0,0,0,0,Casual Client
1709,0,0,0,0,1,0,Super Client
1710,0,0,0,0,0,0,Casual Client
1711,0,0,0,0,0,0,Potential Good Client
1712,0,0,0,0,0,0,Good Client
1713,0,0,0,0,0,0,Casual Client
1714,0,0,0,0,0,0,Potential Good Client
1715,0,0,1,0,0,1,Good Client
1716,0,0,0,0,0,0,Casual Client
1717,1,0,0,1,1,1,Super Client
1718,1,0,0,1,1,1,Super Client
1719,0,0,0,0,1,0,Super Client
1720,0,0,0,0,0,1,Potential Good Client
1721,0,0,0,0,0,1,Casual Client
1722,0,0,0,0,0,1,Potential Good Client
1723,0,0,0,0,0,0,Casual Client
1724,0,0,0,0,0,0,Good Client
1725,0,0,0,0,0,0,Super Client
1726,0,0,0,0,0,0,Casual Client
1727,0,0,0,0,0,0,Casual Client
1728,0,0,1,0,0,0,Casual Client
1729,0,0,0,0,1,0,Super Client
1730,0,0,0,0,0,0,Good Client
1731,0,0,0,0,0,0,Good Client
1732,0,0,0,0,0,0,Good Client
1733,0,0,0,0,1,0,Super Client
1734,1,0,0,0,0,0,Potential Good Client
1735,0,0,0,0,0,0,Casual Client
1736,0,0,0,1,0,0,Casual Client
1737,0,0,0,0,0,0,Potential Good Client
1738,0,0,0,0,0,1,Casual Client
1739,0,0,0,0,0,1,Super Client
1740,0,0,0,0,0,0,Good Client
1741,0,0,0,0,0,0,Super Client
1742,0,0,0,0,0,0,Casual Client
1743,0,0,0,0,0,0,Good Client
1744,0,0,0,0,0,0,Good Client
1745,1,0,0,1,1,0,Super Client
1746,0,0,0,1,0,1,Good Client
1747,0,0,0,0,0,0,Potential Good Client
1748,0,0,0,0,0,0,Casual Client
1749,0,0,0,1,0,1,Potential Good Client
1750,0,0,0,0,0,0,Casual Client
1751,0,0,0,0,0,0,Casual Client
1752,0,0,0,0,0,0,Casual Client
1753,0,0,0,0,0,1,Casual Client
1754,0,0,0,0,0,0,Casual Client
1755,0,0,0,0,0,0,Good Client
1756,0,0,0,0,0,0,Good Client
1757,0,0,0,0,0,0,Casual Client
1758,0,0,0,0,0,0,Good Client
1759,0,0,0,0,0,0,Good Client
1760,0,0,0,0,0,0,Casual Client
1761,0,0,0,0,0,0,Good Client
1762,0,0,0,0,0,0,Casual Client
1763,0,0,0,0,0,0,Super Client
1764,0,0,0,0,0,0,Casual Client
1765,0,0,1,0,0,0,Casual Client
1766,0,0,0,0,0,1,Potential Good Client
1767,0,0,0,0,0,0,Potential Good Client
1768,0,0,0,0,0,0,Super Client
1769,0,0,0,0,0,0,Super Client
1770,0,0,0,0,0,0,Casual Client
1771,0,0,0,0,0,1,Potential Good Client
1772,0,0,0,0,0,0,Casual Client
1773,0,0,0,0,0,0,Potential Good Client
1774,0,0,0,0,0,0,Casual Client
1775,0,0,0,0,0,0,Super Client
1776,0,0,0,0,0,0,Casual Client
1777,0,0,0,0,0,0,Casual Client
1778,0,0,0,0,0,0,Super Client
1779,0,0,0,0,0,0,Good Client
1780,0,0,0,0,0,1,Potential Good Client
1781,0,0,0,0,0,0,Potential Good Client
1782,0,0,0,0,0,0,Potential Good Client
1783,0,0,0,0,0,0,Casual Client
1784,0,0,0,0,0,0,Good Client
1785,0,0,0,0,0,0,Super Client
1786,0,0,0,0,0,0,Casual Client
1787,0,0,0,0,0,0,Casual Client
1788,0,0,0,0,1,0,Super Client
1789,0,0,0,0,0,0,Casual Client
1790,0,0,1,0,0,0,Potential Good Client
1791,0,0,0,0,0,0,Casual Client
1792,0,0,0,0,0,0,Good Client
1793,0,0,0,0,0,0,Casual Client
1794,1,0,0,0,0,0,Good Client
1795,0,0,0,0,0,0,Super Client
1796,0,0,0,0,0,0,Super Client
1797,0,0,0,0,1,0,Super Client
1798,0,0,0,0,0,0,Potential Good Client
1799,0,0,0,0,0,1,Potential Good Client
1800,0,0,1,0,0,0,Casual Client
1801,0,0,0,0,0,0,Good Client
1802,0,0,0,0,0,0,Good Client
1803,0,0,0,0,0,0,Casual Client
1804,0,0,0,0,0,1,Super Client
1805,0,0,1,0,0,0,Super Client
1806,0,0,0,0,0,0,Casual Client
1807,0,0,0,0,0,0,Good Client
1808,1,0,0,0,0,0,Good Client
1809,1,0,0,0,0,0,Super Client
1810,0,0,0,0,0,0,Super Client
1811,0,0,0,0,0,0,Casual Client
1812,0,0,0,1,0,0,Good Client
1813,0,0,0,0,0,1,Super Client
1814,0,0,0,0,0,0,Potential Good Client
1815,0,0,0,0,0,0,Casual Client
1816,1,0,0,0,0,0,Good Client
1817,0,0,0,0,0,0,Casual Client
1818,0,0,0,0,0,0,Casual Client
1819,0,0,0,0,0,0,Good Client
1820,0,0,0,0,0,0,Super Client
1821,0,0,0,0,0,0,Casual Client
1822,0,0,0,0,0,0,Potential Good Client
1823,0,0,0,0,0,1,Super Client
1824,0,0,0,0,0,0,Super Client
1825,0,0,0,0,0,1,Potential Good Client
1826,0,0,0,0,0,0,Casual Client
1827,0,0,0,0,0,0,Casual Client
1828,0,0,0,0,0,0,Good Client
1829,0,0,0,0,0,0,Casual Client
1830,0,0,0,0,0,1,Casual Client
1831,0,0,0,0,0,0,Casual Client
1832,0,0,0,0,0,0,Super Client
1833,0,0,0,1,0,0,Potential Good Client
1834,0,0,0,0,0,0,Good Client
1835,0,0,0,0,0,1,Good Client
1836,0,0,0,0,0,0,Casual Client
1837,1,0,0,1,1,1,Super Client
1838,0,0,0,0,0,0,Casual Client
1839,0,0,0,0,0,0,Super Client
1840,0,0,0,0,0,0,Potential Good Client
1841,1,0,1,0,1,1,Good Client
1842,0,0,0,0,0,0,Potential Good Client
1843,0,0,0,0,0,0,Casual Client
1844,0,0,0,0,0,0,Potential Good Client
1845,0,0,0,0,0,0,Casual Client
1846,0,0,1,0,1,1,Super Client
1847,0,0,0,0,0,0,Casual Client
1848,0,0,0,0,0,0,Super Client
1849,0,0,0,0,0,1,Super Client
1850,0,0,0,0,0,1,Super Client
1851,1,0,0,1,0,0,Good Client
1852,0,0,0,0,0,0,Casual Client
1853,0,0,0,0,0,0,Casual Client
1854,0,0,0,0,0,0,Super Client
1855,0,0,0,0,0,0,Good Client
1856,0,0,0,0,0,0,Good Client
1857,0,0,0,0,0,0,Casual Client
1858,0,0,0,0,0,0,Good Client
1859,0,0,0,0,0,0,Super Client
1860,0,0,0,0,1,1,Super Client
1861,0,0,0,1,0,1,Potential Good Client
1862,0,0,0,0,0,0,Casual Client
1863,0,0,0,0,0,0,Casual Client
1864,0,0,0,0,0,0,Potential Good Client
1865,1,0,0,1,1,1,Super Client
1866,0,0,0,0,0,0,Casual Client
1867,0,0,0,0,0,0,Super Client
1868,0,0,0,0,0,0,Casual Client
1869,0,0,0,0,0,0,Potential Good Client
1870,0,0,0,0,0,0,Casual Client
1871,0,0,0,0,0,0,Casual Client
1872,0,0,0,0,0,1,Good Client
1873,1,0,0,0,0,0,Super Client
1874,0,0,0,0,0,0,Good Client
1875,0,0,0,0,0,0,Good Client
1876,0,0,0,0,0,1,Super Client
1877,0,0,1,0,0,1,Casual Client
1878,0,0,0,0,0,0,Casual Client
1879,0,0,0,1,0,0,Good Client
1880,0,0,0,0,0,0,Casual Client
1881,0,0,0,0,0,0,Good Client
1882,0,0,0,0,0,0,Casual Client
1883,0,0,1,0,0,1,Super Client
1884,0,0,0,0,0,0,Good Client
1885,0,0,1,0,0,0,Casual Client
1886,0,0,0,0,0,0,Super Client
1887,1,0,1,0,1,0,Super Client
1888,0,0,0,0,0,0,Casual Client
1889,1,0,0,1,0,0,Potential Good Client
1890,0,0,0,0,0,0,Super Client
1891,0,0,0,0,0,0,Casual Client
1892,0,0,1,0,0,0,Casual Client
1893,0,0,0,0,1,0,Super Client
1894,0,0,0,0,0,0,Good Client
1895,0,0,0,0,0,0,Good Client
1896,0,0,0,0,0,0,Casual Client
1897,0,0,0,0,0,0,Casual Client
1898,0,0,0,0,0,0,Good Client
1899,0,0,0,0,0,0,Casual Client
1900,0,0,0,1,0,0,Casual Client
1901,0,0,0,0,0,0,Super Client
1902,0,0,0,0,0,0,Good Client
1903,0,0,0,0,0,0,Casual Client
1904,0,0,0,0,0,0,Casual Client
1905,0,0,1,0,0,0,Casual Client
1906,0,0,0,0,0,0,Super Client
1907,0,0,0,1,0,0,Super Client
1908,0,0,0,0,0,0,Super Client
1909,1,0,0,1,0,1,Good Client
1910,0,0,0,0,0,0,Good Client
1911,0,1,0,1,0,1,Potential Good Client
1912,0,0,0,0,0,0,Casual Client
1913,0,0,0,0,0,0,Casual Client
1914,0,0,0,0,0,0,Casual Client
1915,0,0,0,0,0,0,Casual Client
1916,0,0,0,0,0,0,Casual Client
1917,0,0,0,0,0,0,Super Client
1918,1,1,0,1,1,1,Super Client
1919,0,0,0,0,1,0,Super Client
1920,0,0,0,0,0,0,Good Client
1921,0,0,0,0,0,0,Casual Client
1922,0,1,0,1,0,0,Good Client
1923,0,0,0,0,0,0,Super Client
1924,0,0,0,0,0,1,Super Client
1925,0,0,0,0,0,0,Good Client
1926,0,0,0,0,0,0,Casual Client
1927,0,0,0,0,0,0,Good Client
1928,0,0,0,0,0,0,Casual Client
1929,0,0,0,0,0,0,Casual Client
1930,0,0,0,0,0,0,Super Client
1931,0,0,0,0,0,0,Casual Client
1932,0,0,0,0,0,1,Potential Good Client
1933,0,0,0,0,0,1,Good Client
1934,0,0,0,0,0,0,Casual Client
1935,0,0,0,0,0,0,Casual Client
1936,1,0,1,0,1,1,Super Client
1937,0,0,0,0,0,0,Casual Client
1938,0,0,0,0,0,0,Casual Client
1939,0,0,0,0,0,0,Super Client
1940,0,0,0,0,0,0,Casual Client
1941,0,0,0,0,0,0,Super Client
1942,0,0,0,0,0,1,Super Client
1943,0,0,0,0,0,0,Super Client
1944,0,0,0,0,0,0,Casual Client
1945,0,0,0,0,0,0,Casual Client
1946,0,0,0,0,0,0,Casual Client
1947,0,0,0,0,0,0,Good Client
1948,0,0,0,0,0,0,Super Client
1949,0,0,0,0,0,1,Super Client
1950,0,0,0,0,0,0,Good Client
1951,0,0,0,0,0,0,Super Client
1952,0,0,0,0,0,0,Casual Client
1953,0,0,1,0,0,0,Potential Good Client
1954,0,0,0,0,1,1,Super Client
1955,0,0,0,0,0,0,Potential Good Client
1956,0,0,0,0,0,0,Good Client
1957,0,1,0,1,1,1,Good Client
1958,0,0,0,0,0,0,Casual Client
1959,0,0,0,0,0,1,Casual Client
1960,0,0,0,0,0,0,Casual Client
1961,0,0,0,0,0,0,Super Client
1962,0,0,0,0,0,0,Good Client
1963,0,0,0,0,0,0,Super Client
1964,1,0,0,0,0,1,Super Client
1965,0,0,0,1,1,0,Super Client
1966,0,0,1,0,0,0,Good Client
1967,0,0,1,0,0,0,Casual Client
1968,0,0,0,0,0,1,Potential Good Client
1969,0,0,0,0,0,0,Potential Good Client
1970,0,0,0,0,0,0,Casual Client
1971,0,0,0,0,0,0,Good Client
1972,0,0,0,0,0,0,Good Client
1973,0,0,0,0,0,0,Potential Good Client
1974,0,0,0,0,0,1,Casual Client
1975,0,0,1,0,0,1,Casual Client
1976,0,0,0,0,0,0,Casual Client
1977,0,0,0,0,0,1,Potential Good Client
1978,1,0,0,0,1,0,Super Client
1979,0,0,0,0,0,0,Casual Client
1980,0,0,0,0,0,0,Potential Good Client
1981,0,0,0,0,0,0,Casual Client
1982,0,0,0,0,0,0,Potential Good Client
1983,0,0,0,0,0,0,Casual Client
1984,0,0,0,0,0,0,Casual Client
1985,0,0,0,0,0,0,Good Client
1986,1,0,0,0,0,1,Super Client
1987,0,0,0,0,0,0,Casual Client
1988,0,0,0,0,1,1,Super Client
1989,0,0,0,1,1,0,Super Client
1990,0,0,0,0,0,0,Casual Client
1991,1,0,1,0,1,1,Super Client
1992,1,0,0,0,0,1,Super Client
1993,0,0,0,0,0,0,Good Client
1994,0,0,1,0,0,0,Potential Good Client
1995,0,0,0,0,0,0,Casual Client
1996,0,0,0,0,0,0,Casual Client
1997,0,0,0,0,0,0,Casual Client
1998,0,0,0,0,0,1,Casual Client
1999,0,0,0,0,0,0,Casual Client
2000,0,0,0,0,0,0,Casual Client
2001,0,0,0,0,0,0,Casual Client
2002,0,0,0,0,0,0,Super Client
2003,0,0,1,0,0,0,Potential Good Client
2004,0,0,0,0,0,0,Potential Good Client
2005,0,0,0,0,0,0,Good Client
2006,0,0,0,0,0,0,Super Client
2007,0,0,0,0,0,0,Casual Client
2008,1,0,0,1,1,1,Super Client
2009,0,0,0,0,0,0,Good Client
2010,0,0,0,0,0,1,Super Client
2011,0,0,0,0,0,0,Casual Client
2012,0,0,0,0,0,1,Casual Client
2013,0,0,0,0,0,0,Casual Client
2014,0,0,0,0,0,0,Casual Client
2015,0,0,0,0,0,0,Casual Client
2016,0,0,0,0,0,0,Casual Client
2017,0,0,0,0,0,0,Casual Client
2018,0,0,0,0,0,0,Potential Good Client
2019,0,0,0,0,0,0,Good Client
2020,0,0,0,0,0,0,Good Client
2021,0,0,0,0,0,0,Casual Client
2022,0,0,0,0,0,0,Casual Client
2023,0,0,0,0,0,0,Casual Client
2024,0,0,1,0,0,1,Good Client
2025,0,0,0,0,0,0,Casual Client
2026,0,0,1,0,0,1,Good Client
2027,0,0,0,0,0,0,Good Client
2028,0,0,0,0,0,0,Casual Client
2029,0,0,0,0,0,0,Good Client
2030,0,0,1,0,0,0,Casual Client
2031,0,0,0,0,0,0,Good Client
2032,0,0,0,0,0,0,Good Client
2033,0,0,0,0,0,0,Good Client
2034,0,0,0,0,0,0,Casual Client
2035,0,0,1,0,0,0,Super Client
2036,0,0,0,0,0,0,Super Client
2037,0,0,0,0,0,0,Good Client
2038,0,0,0,0,0,0,Casual Client
2039,0,0,0,0,0,0,Casual Client
2040,0,0,0,0,0,0,Potential Good Client
2041,0,0,0,0,0,0,Casual Client
2042,0,0,0,0,0,0,Casual Client
2043,1,0,0,0,1,0,Super Client
2044,0,0,0,0,0,1,Super Client
2045,0,0,0,0,0,0,Super Client
2046,0,0,0,0,0,0,Casual Client
2047,1,0,0,0,0,0,Potential Good Client
2048,0,0,0,0,0,0,Good Client
2049,0,0,0,0,0,0,Casual Client
